id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context
5627	only	Hey Joanne. What are you up to?__eou__I'm just watching some television.	I'm so bored. I don't know what I'm going to do today and it is only ten in the morning.	I'm so bored. I don't know what I'm going to do today and it is ten in the morning.	Me too. Do you think we are boring people?	-43.30070400238037	-45.425395011901855	-1.4931277242200127	-1.6223355361393519	29	28	-26.43830132484436	-26.424118041992188	-1.7625534216562906	-1.761607869466146	15	15	-126.8740656375885	-128.9935131072998	-1.8387545744578044	-1.8969634280485266	69	68	True
5668	only	That new Sony camcorder you've got is just beautiful.__eou__Yeah.It is the very latest in digital video cameras.__eou__I can see digital video products are quickly going mainstream with their plunging price.	Getting cheaper is not the only reason for their popularity.They come with a lot of inviting functions.	Getting cheaper is not the reason for their popularity.They come with a lot of inviting functions.	Such as?	-56.467954874038696	-61.024473428726196	-2.455128472784291	-2.7738397013057363	23	22	-7.228466033935547	-7.326230049133301	-1.0326380048479353	-1.0466042927333288	7	7	-232.57959508895874	-237.21301937103271	-2.8363365254751067	-2.9285557947041077	82	81	True
5674	only	It seems to me that everything is going digital nowadays.__eou__Yes. Speaking of digital wares, I bought a digital camera last week.__eou__Cool! What brand	A Sony. It's only one third the size of my old camera and looks rather smart.	A Sony. It's one third the size of my old camera and looks rather smart.	What about the quality?	-47.412343978881836	-46.50242900848389	-2.0614062599513843	-2.113746773112904	23	22	-9.141657829284668	-9.104866027832031	-1.0157397588094075	-1.0116517808702257	9	9	-163.83920860290527	-162.8830442428589	-2.155779060564543	-2.1717739232381184	76	75	True
5691	only	What is the most unexpected thing you experienced in space?__eou__I wasn't quite prepared for the view of the Earth as we left. It was just awe-inspiring. It emerged from just a slightly curved horizon to a whole Earth, where you could look across oceans and continents in a single glance. I wasn't quite prepared for that. It's inevitably etched in my memory.__eou__When viewing the Earth from space, do you feel detached from humanity or more a part of the totality of humankind?	Detached. You're literally detached from one planet, captured by another. Your only link to reality is the Earth out there; fortunate - 1y, it stays in view the whole time.	Detached. You're literally detached from one planet, captured by another. Your link to reality is the Earth out there; fortunate - 1y, it stays in view the whole time.	There're a lot of suspicions that the International Space Station is never going to become reality. Is it going to be some future project that never happens?	-150.6776704788208	-153.7551851272583	-3.424492510882291	-3.5757019797036813	44	43	-87.8866958618164	-87.83399438858032	-2.5849028194651886	-2.5833527761347153	34	34	-493.985498547554	-497.00945723056793	-2.586311510720178	-2.6158392485819366	191	190	True
5694	only	Is there any ticket left for tonight's concert?__eou__I am sorry, sir.All the tickets have been sold out.__eou__What a shame. Will there be the same performance tomorrow evening?	Sorry, sir. The only tickets of the same performance available are on 21st.	Sorry, sir. The tickets of the same performance available are on 21st.	That's fine. I want 2 tickets.	-43.350525856018066	-45.952576637268066	-1.9704784480008213	-2.1882179351080033	22	21	-18.11111831665039	-18.5882625579834	-1.2936513083321708	-1.327733039855957	14	14	-161.91500568389893	-164.96502590179443	-1.9275595914749872	-1.9875304325517402	84	83	True
5718	only	How big is your family?	My family is not big, there are only 3 of us-my parents and I.	My family is not big, there are 3 of us-my parents and I.	Who supports the family?	-34.1061897277832	-34.65600395202637	-1.5502813512628728	-1.650285902477446	22	21	-18.785402297973633	-18.811967849731445	-2.0872669219970703	-2.0902186499701605	9	9	-87.20064735412598	-87.76015663146973	-2.126845057417707	-2.1940039157867433	41	40	True
5731	only	You are quite busy every day.__eou__Yes. Work starts at eight and I arrive home after six.__eou__So you have to work all day.	I can take a break at lunch time, but it is only 30 minutes.	I can take a break at lunch time, but it is 30 minutes.	I see you sometimes work on weekends, too.	-28.638408660888672	-32.761014461517334	-1.3637337457566034	-1.6380507230758667	21	20	-25.65451431274414	-26.042078018188477	-1.832465308053153	-1.8601484298706055	14	14	-149.64316034317017	-154.16851091384888	-1.9952421379089356	-2.0833582555925525	75	74	True
5739	only	Jim, I heard you took a trip to San Diego. Is that right?__eou__Yeah, I just got back this morning.__eou__That sounds really nice. What did you do there?	Well, we were only there for three days, so we didn't do too much. We went shopping and went out to dinner a few times. And at night we walked around the city with some friends.	Well, we were there for three days, so we didn't do too much. We went shopping and went out to dinner a few times. And at night we walked around the city with some friends.	Did you take any pictures?	-62.69685697555542	-64.5220217704773	-1.362975151642509	-1.4338227060106066	46	45	-9.592869997024536	-9.71756625175476	-0.9592869997024536	-0.9717566251754761	10	10	-159.33128356933594	-161.2720808982849	-1.5320315727820764	-1.5657483582357759	104	103	True
5746	only	Let's meet tonight at the Thai restaurant at about 5.__eou__Fine, I'll take a taxi.	Why don't you walk? It's only about 20 minutes walking and it's a nice evening.	Why don't you walk? It's about 20 minutes walking and it's a nice evening.	Never thought about it, I sure you are right. It's quite a short walk.	-33.691152572631836	-34.757680892944336	-1.3476461029052735	-1.4482367038726807	25	24	-56.97577786445618	-56.70572280883789	-2.589808084748008	-2.5775328549471768	22	22	-169.81113743782043	-170.62363243103027	-2.234357071550269	-2.27498176574707	76	75	True
5749	only	Do you have brothers and sisters?	No, I am the only child in my family.	No, I am the child in my family.	Oh, I have an elder sister. She is married .. Her husband is a businessman.	-11.830093383789062	-20.040695190429688	-0.7886728922526042	-1.4314782278878349	15	14	-44.0728816986084	-45.71711730957031	-2.0033128044821997	-2.0780507867986504	22	22	-91.15274238586426	-101.01011276245117	-1.8990154663721721	-2.1491513353713017	48	47	True
5762	only	Do you consider yourself a good mother?__eou__Yes, I'm a very good mother and successful career woman.__eou__How can you manage to do both? I mean, it is so hard to be a working mother.	I think the most important thing is that you should be nice to yourself, like keeping housework simple, spending money on things that make life easier, buying yourself things you like, and so on. You can only be nice to others when you can be nice to yourself.	I think the most important thing is that you should be nice to yourself, like keeping housework simple, spending money on things that make life easier, buying yourself things you like, and so on. You can be nice to others when you can be nice to yourself.	Does your husband feel the same?	-115.45277786254883	-118.32732009887695	-1.956826743433031	-2.0401262086013268	59	58	-17.706523895263672	-17.63485050201416	-1.6096839904785156	-1.6031682274558328	11	11	-235.1332609653473	-237.91091465950012	-1.8962359755269942	-1.9342350785325213	124	123	True
5831	only	Now that you'recommending such enormous fees, producers, directors, movie-makers must see you in a completely different light.__eou__Yeah.__eou__Then the standard that you set yourself originally must have changed.	Well, if that's the case, I don't mind breaking the image that they might have or the standards that they have. I can only do what I know, and live how I've lived all my life, because I'm a fairly stubborn person.	Well, if that's the case, I don't mind breaking the image that they might have or the standards that they have. I can do what I know, and live how I've lived all my life, because I'm a fairly stubborn person.	It seems to me that now you're famous. You've got to go out and be seen at the right places and go to the right parties.	-124.83501410484314	-128.43330359458923	-2.2291966804436276	-2.335150974447077	56	55	-62.71737623214722	-62.45863437652588	-1.8446287127102123	-1.837018658133114	34	34	-377.3141167163849	-380.6420753002167	-2.675986643378616	-2.718871966430119	141	140	True
5838	only	Did you watch the Premiership last night?__eou__Yes, I watched United play Chelsea. What a fierce battle! allay were engaged in intensive pressing and tackling in midfield. Well, it was not like a normal English League match.	No, it wasn't. Rather, it looked like a Bundesliga match, where physical contact is so frequent. English League teams are apt to pass the midfield quickly with long passes. It seems to me English soccer players are very gentlemanly. As Diego Maradona spoke teasingly, they often knew only chasing hard after the ball, but forgot to steal it.	No, it wasn't. Rather, it looked like a Bundesliga match, where physical contact is so frequent. English League teams are apt to pass the midfield quickly with long passes. It seems to me English soccer players are very gentlemanly. As Diego Maradona spoke teasingly, they often knew chasing hard after the ball, but forgot to steal it.	Haha. That's probably why slide tackle and fouls are less common, and offsides more frequent in English League matches than those on the Continent. And the ball is often kept flying overhead, drawing beautiful curves in the sky. Such games are quite pleasing to the eye.	-228.89774894714355	-223.41422843933105	-2.972698038274592	-2.939660900517514	77	76	-146.785964012146	-146.327880859375	-2.4464327335357665	-2.438798014322917	60	60	-563.773060798645	-557.8125972747803	-2.967226635782342	-2.951389403570266	190	189	True
5840	only	Which team do you think will emerge with the last laugh in this World Cup?__eou__I wish it could be Germany. But it seems they are not in a very good conditions.	No, they aren't. They had a hard time in the group stage and only sealed a sit in the eighth-finals with Wallack' s header in the final three minutes. Just think, group A consists of Austria, China, and Saudi Arabia, all of which are minnows.	No, they aren't. They had a hard time in the group stage and sealed a sit in the eighth-finals with Wallack' s header in the final three minutes. Just think, group A consists of Austria, China, and Saudi Arabia, all of which are minnows.	It seems they've been out of luck since the beginning of the event. Their shots hit the woodwork as many as six times. Oh. my goodness! I'm afraid the team is under a spell.	-184.4576816558838	-184.90601539611816	-2.9278997088235523	-2.982355087034164	63	62	-109.55619478225708	-109.73532009124756	-2.3816564083099365	-2.3855504367662514	46	46	-409.9888310432434	-410.638934135437	-2.6972949410739697	-2.7194631399697817	152	151	True
5841	only	What do you think of smoking?	It's harmful. Not only for yourself but for others.	It's harmful. Not for yourself but for others.	What in your opinion can be done to stop smoking?	-26.78821563720703	-27.71302032470703	-1.6742634773254395	-1.8475346883138022	16	15	-22.616302490234375	-22.963293075561523	-1.5077534993489583	-1.530886205037435	15	15	-86.17661666870117	-87.42912483215332	-2.051824206397647	-2.132417678833008	42	41	True
