id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode
4291	not	Anna, that outfit looks wonderful on you! The color goes with your trousers perfectly.__eou__Thanks, Carla. That's quite a compliment coming from you. You always dress so tastefully.__eou__Well, that dress certainly shows your good taste. It must have cost a lot.	No, not much. I got it on sale at the mall - 60 % off.	No, much. I got it on sale at the mall - 60 % off.	Really? You're an amazing bargain hunter! Next time there's a sale, promise you'll let me tag along with you.	-107.57256174087524	-112.72187995910645	-4.4821900725364685	-4.900951302569846	24	23	-68.14150202274323	-68.07135891914368	-2.198112968475588	-2.195850287714312	31	31	-468.84088158607483	-473.8364609479904	-3.7507270526885987	-3.8212617818386323	125	124	True	False
4314	not	Here's your drink, sir.	No, that's not right. I didn't order a coffee. I ordered a cola.	No, that's right. I didn't order a coffee. I ordered a cola.	Oh, I'm terribly sorry, sir. I'll go and get you cola right away.	-95.75611424446106	-106.20472979545593	-3.989838093519211	-4.617596947628519	24	23	-74.38260912895203	-64.70238494873047	-3.099275380373001	-2.695932706197103	24	24	-236.70060110092163	-237.4337524175644	-3.8803377229659284	-3.9572292069594064	61	60	True	False
4315	not	David, why don't you clean your room?	I am not in the mood.	I am in the mood.	Why are you feeling depress?	-70.76516723632812	-74.84567260742188	-5.897097269694011	-6.804152055220171	12	11	-43.01881504058838	-37.90479385852814	-3.9108013673262163	-3.445890350775285	11	11	-193.11299562454224	-192.10479414463043	-4.95161527242416	-5.0553893195955375	39	38	True	False
4322	not	I've come to apologize for what I said yesterday.__eou__Don’t think any more about it.__eou__I must make an apology for losing my temper.	It’s really not necessary. I know your intention was good.	It’s really necessary. I know your intention was good.	I’m relieved to hear that. Anyway, it’s my fault.	-77.45343399047852	-85.71086120605469	-4.302968555026585	-5.041815365062041	18	17	-49.59394872188568	-49.66693651676178	-2.610207827467667	-2.614049290355883	19	19	-358.0227075815201	-366.37590396404266	-4.36613058026244	-4.523159308198058	82	81	True	False
4332	not	I give up! I simply can't learn French!__eou__Why do you say that? I think you're making a lot of progress.	No, I'm not. I try and try and I still can't speak it very well.	No, I'm. I try and try and I still can't speak it very well.	Learning any language takes a lot of effort.But don't give up. Why don't we practise those dialogues together?	-87.0384122133255	-102.26307249069214	-3.48153648853302	-4.260961353778839	25	24	-115.72486293315887	-113.9626454114914	-3.990512514936513	-3.9297463934997032	29	29	-346.20286107063293	-359.61960005760193	-3.763074576854706	-3.9518637368967244	92	91	True	False
4334	not	Does she make any sense to you?__eou__No. It's all Greek to me.	She's speaking French, not Greek.	She's speaking French, Greek.	I know that. I mean I couldn't understand her at all.	-80.03489685058594	-99.45181274414062	-6.156530526968149	-8.287651062011719	13	12	-43.34480023384094	-49.03159439563751	-2.281305275465313	-2.580610231349343	19	19	-264.59248292446136	-289.6710159778595	-4.40987471540769	-4.909678236912873	60	59	True	False
4350	not	Oh, no!__eou__How dreadful!__eou__Look at the view from the window.	Oh, dear. That’s terrible. Not at all what I expected.	Oh, dear. That’s terrible. At all what I expected.	It’s awful, isn’t it?	-92.11204719543457	-109.92878484725952	-4.605602359771728	-5.785725518276817	20	19	-21.028290390968323	-20.935089945793152	-1.6175607993052556	-1.610391534291781	13	13	-279.4788839817047	-297.1507959365845	-4.366857562214136	-4.716679300580706	64	63	True	False
4357	not	What do you think of the new television channel? Aren't the programs awful?__eou__I quite agree with you. They are terrible. They are complete waste of time, but my wife disagrees with me.__eou__Actually, what bothers me is the violence. There are far too many detective and police shows.	I couldn't agree with you more. There aren't enough educational programs, and even the news shows are not well done.	I couldn't agree with you more. There aren't enough educational programs, and even the news shows are well done.	You are absolutely right. They are too brief. They don't tell you anything.	-89.78828859329224	-93.71275758743286	-2.992942953109741	-3.2314743995666504	30	29	-54.015013337135315	-51.54134130477905	-2.455227878960696	-2.342788241126321	22	22	-452.93225288391113	-454.51660346984863	-3.5663956919993	-3.6072746307130843	127	126	True	False
4361	not	Cheers! To our first night in our new apartment.	It's so quiet. I'm not really used to it.	It's so quiet. I'm really used to it.	All you hear is the crickets and the breeze.	-87.87938010692596	-96.80762541294098	-4.882187783718109	-5.694566200761234	18	17	-44.1829617023468	-42.17589616775513	-2.761435106396675	-2.6359935104846954	16	16	-224.06341326236725	-231.02398943901062	-4.393400260046417	-4.620479788780212	51	50	True	False
4364	not	Harry was angry last night.__eou__That's because he's getting nervous. Anyway, this is the first time he's directed a play.	But he used to be very relaxed and cheerful. It's not like Harry to do a thing like that.	But he used to be very relaxed and cheerful. It's like Harry to do a thing like that.	Yes, you're right. Maybe there's any other reason.	-117.5195541381836	-128.46753311157227	-4.3525760791919845	-4.941058965829702	27	26	-52.29912328720093	-52.68343222141266	-2.9055068492889404	-2.9268573456340365	18	18	-346.5522257089615	-358.0691182613373	-4.175328020589897	-4.36669656416265	83	82	True	False
4366	not	I don't like this movie. It's a bomb.	Look, I've already paid for the tickets, so whether you like it or not we're going to finish watching it.	Look, I've already paid for the tickets, so whether you like it or we're going to finish watching it.	Well, give me the Walkman. I'll listen to the music then.	-107.44867098331451	-118.62368476390839	-3.581622366110484	-4.090471888410634	30	29	-58.16178274154663	-56.43135201931	-2.769608701978411	-2.6872072390147617	21	21	-245.12937259674072	-254.5271416902542	-3.552599602851315	-3.743046201327268	69	68	True	False
4370	not	What do you think about violence in movies?	Personally, I'm not for it. I feel it's bad for kids to watch.	Personally, I'm for it. I feel it's bad for kids to watch.	But kids like watching things like that. It's just for fun, would't you say?	-108.50344002246857	-111.30824959278107	-4.717540870542112	-5.059465890580958	23	22	-81.96168756484985	-73.87585031986237	-3.4150703152020774	-3.078160429994265	24	24	-251.67011499404907	-246.3939586877823	-4.059195403129824	-4.039245224389874	62	61	True	False
4371	not	I'm afraid we can't increase salary this year, money is just too title.	I'm not sure I can't agree, dan.	I'm sure I can't agree, dan.	Why not?	-101.26546859741211	-94.75307846069336	-6.329091787338257	-6.316871897379557	16	15	-10.404850602149963	-11.229014992713928	-1.3006063252687454	-1.403626874089241	8	8	-243.46692287921906	-237.77869713306427	-5.180147295302533	-5.169102111588353	47	46	True	False
4383	not	You know, Taylor's been in the hospital for a couple of days.__eou__And I'm the one who put him there with my football moves.	But you're not to blame for them keeping him there.	But you're to blame for them keeping him there.	Yeah, what was all that stuff about running tests about anyway?	-87.4375	-86.88906860351562	-5.143382352941177	-5.430566787719727	17	16	-59.92248511314392	-63.53179931640625	-3.329026950730218	-3.529544406467014	18	18	-316.7165994644165	-319.7678234577179	-4.222887992858887	-4.321186803482674	75	74	True	False
4404	not	David, why didn’t you clean the room?	I’m not in the mood.	I’m in the mood.	Why are you feeling depressed?	-74.81542205810547	-80.04418182373047	-6.234618504842122	-7.276743802157315	12	11	-29.791574120521545	-26.617624759674072	-2.708324920047413	-2.4197840690612793	11	11	-191.94453155994415	-193.97077751159668	-4.9216546553831835	-5.104494145042018	39	38	True	False
4408	not	Would you like to see our new shirts?	Sorry, but I’m not really interested in those things.	Sorry, but I’m really interested in those things.	But they’re very nice, you know.	-93.3695421218872	-103.81947040557861	-5.492326007169836	-6.488716900348663	17	16	-41.719486355781555	-37.752934217453	-2.979963311127254	-2.6966381583895003	14	14	-211.55472147464752	-218.0122148990631	-4.599015684231468	-4.844715886645847	46	45	True	False
4411	not	You don’t look like enjoying this workout.	I’m not crazy about it at all.	I’m crazy about it at all.	You don’t like this sort of exercise?	-77.16607284545898	-92.77111434936523	-5.5118623461042136	-7.136239565335787	14	13	-39.700732350349426	-35.08690965175629	-2.8357665964535306	-2.506207832268306	14	14	-207.17828142642975	-218.14569652080536	-4.818099568056506	-5.19394515525727	43	42	True	False
4414	not	Hey, Mary, can you cut that out?	Cut what out I’m not doing anything.	Cut what out I’m doing anything.	The tapping of your pen on your desk. It’s driving me crazy.	-99.43157172203064	-116.94607901573181	-7.102255123002188	-8.99585223197937	14	13	-53.97682809829712	-57.45915734767914	-2.698841404914856	-2.872957867383957	20	20	-242.31300520896912	-263.3056608438492	-4.8462601041793825	-5.3735849151805954	50	49	True	False
4416	not	I'm sorry, ladies. Mr. Smith's viewing is over. It ended an hour ago.__eou__But we just drove across town. Can't we just go in to see him one last ...	I'm afraid not. But at tomorrow's funeral, the family requested an open casket service.	I'm afraid. But at tomorrow's funeral, the family requested an open casket service.	This is all too fast. He's my best friend, and now he's gone.	-110.49287867546082	-126.0389255285263	-4.419715147018433	-5.25162189702193	25	24	-49.59911406040192	-48.231042981147766	-2.1564832200174746	-2.097001868745555	23	23	-371.32075476646423	-385.49914264678955	-3.7889872935353495	-3.97421796543082	98	97	True	False
4421	not	Why are you so rude to your wife?__eou__I didn't like her butting in where I didn't want her. She's a chatter box.	But she means to help you, not to trouble you.	But she means to help you, to trouble you.	I know. But I just can't stand her butting in when I was trying to emphasize a point.	-98.55631256103516	-107.52847290039062	-5.797430150649127	-6.720529556274414	17	16	-63.51803708076477	-61.8504558801651	-2.352519891880177	-2.2907576251913	27	27	-330.4637180566788	-337.7687473297119	-3.8878084477256327	-4.021056515829904	85	84	True	False
4429	not	It’s really terrible!__eou__What are you talking about?	Don’t you see many parents are forcing there children’s hands to learn something they think important to their children. But the children are not interested in it at all.	Don’t you see many parents are forcing there children’s hands to learn something they think important to their children. But the children are interested in it at all.	You said it. Many parents just don’t know how to educate their children.	-171.10783863067627	-184.1187515258789	-4.502837858702007	-4.976182473672403	38	37	-82.03782618045807	-81.620001912117	-3.906563151450384	-3.8866667577198575	21	21	-366.1978394985199	-378.7419626712799	-4.520960981463209	-4.734274533390999	81	80	True	False
4439	not	I give up! I simply can't learn French!__eou__Why do you say that? I think you're making a lot of progress.	No, I'm not. I try and try and I still can't speak it very well.	No, I'm. I try and try and I still can't speak it very well.	Learning any language takes a lot of effort. But don't give up. Why don't we practise those dialogues together?	-87.0384122133255	-102.26307249069214	-3.48153648853302	-4.260961353778839	25	24	-107.02001929283142	-105.90795910358429	-3.567333976427714	-3.5302653034528095	30	30	-337.4980174303055	-351.5649137496948	-3.6290109401108115	-3.821357758148857	93	92	True	False
