model,model_group,source_path,id,word,context,w_word,wo_word,followup,removal_log_prob_delta_per_token,removal_upper_iqr_outlier,include_context,log_prob_w_word,log_prob_wo_word,log_prob_w_word_per_token,log_prob_wo_word_per_token,w_word_token_count,wo_word_token_count,log_prob_followup_with,log_prob_followup_without,log_prob_followup_with_per_token,log_prob_followup_without_per_token,followup_token_count_with,followup_token_count_without,log_prob_full_with,log_prob_full_without,log_prob_full_with_per_token,log_prob_full_without_per_token,full_token_count_with,full_token_count_without,observer_mode
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,11787,only,"How do you think a manager should react to an employee’s unsatisfactory work?__eou__If I were a manager, I would have a private talk with this employ to figure out the reasons. It is very important to have this one-to-one discussion in an unthreatening situation without any distraction.","Exactly, I overheard a manager scold his employee in the elevator this morning, they were from the company on the 12th floor, I guess. They were only three of us in the elevator, I felt very embarrassed to be in the middle of them.","Exactly, I overheard a manager scold his employee in the elevator this morning, they were from the company on the 12th floor, I guess. They were three of us in the elevator, I felt very embarrassed to be in the middle of them.","Well, I guess the employee would feel more embarrassed and probably angry. Anyway, it is not wise at all to give a harsh time to your employee in front of others, especially strangers.",0.07006781013244145,False,True,-125.12440490722656,-126.96095275878906,-2.1573173259866647,-2.227385136119106,58,57,-83.26787185668945,-83.78087711334229,-1.982568377540225,-1.9947827884129115,42,42,-362.22313690185547,-364.5570650100708,-2.1690008197715898,-2.196126897651029,167,166,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,11812,only,Both of the two young ladies are the candidates for the position,The question is we only need one.,The question is we need one.,"Right.The choice is yours, the tall one or the short one?",0.20728972463896778,False,True,-27.67864990234375,-27.65228271484375,-2.306554158528646,-2.5138438831676138,12,11,-42.852272033691406,-43.80125617980957,-2.3806817796495228,-2.4334031211005316,18,18,-135.9689483642578,-136.87447547912598,-2.8929563481756984,-2.9755320756331733,47,46,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,11820,only,"Tomorrow is my day off. I wonder if it's convenient to change our appointment from tomorrow to next Wednesday, still at the same time.__eou__I'm afraid I won't be free next week.","It's a shame.Will this afternoon be all right? But I can only spare you an hour and a half today, from four o'clock.","It's a shame.Will this afternoon be all right? But I can spare you an hour and a half today, from four o'clock.",That's OK.,0.22580230427298353,False,True,-72.81876373291016,-78.12851142883301,-2.1417283450855926,-2.367530649358576,34,33,-4.933143615722656,-5.893672943115234,-0.616642951965332,-0.7367091178894043,8,8,-191.6438694000244,-197.91852378845215,-2.153301903371061,-2.2490741339596836,89,88,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,11883,only,"How many languages can you speak?__eou__Besides Chinese, I can speak English and French.__eou__You mean you can read and write both of them?","No, I can only carry on a simple conversation in French.","No, I can carry on a simple conversation in French.",Can you read and write English well?,0.12597070371403407,False,True,-17.16286563873291,-18.168816566467285,-1.0095803316901713,-1.1355510354042053,17,16,-14.543853759765625,-15.331071853637695,-1.211987813313802,-1.2775893211364746,12,12,-107.23688888549805,-109.03735160827637,-1.5541578099347544,-1.6034904648275936,69,68,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,11934,only,"Francis, you have done an outstanding work in the past six months. In view of your achievement, I trust you’re now indispensable part of our company and you deserve an officer director title.__eou__I am so happy to know that I could make some contribution to our company.","This title does not only give you a raising pay-check, but also increase responsibilities. Congratulations, and hope the best for you.","This title does not give you a raising pay-check, but also increase responsibilities. Congratulations, and hope the best for you.","Thank you, I will be doing my best.",0.4540310914489041,False,True,-78.04049682617188,-88.60604858398438,-2.6013498942057294,-3.0553809856546335,30,29,-16.529769897460938,-16.117948532104492,-1.1806978498186385,-1.1512820380074638,14,14,-277.0816993713379,-287.1666431427002,-2.613978295956018,-2.734920410882859,106,105,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,12002,only,"Thank you all for coming to our monthly staff correlation meeting. Today we have a lot of new things to introduce to you all, there will be a lot of changes in company policy to accommodate better employee welfare.__eou__Employee welfare? What all does that include?","In the past, our welfare program has consisted of benefits packages only, meaning partial health insurance coverage and retirement plan. But we hope to boost morale by increasing incentives and adding additional welfare considerations.","In the past, our welfare program has consisted of benefits packages, meaning partial health insurance coverage and retirement plan. But we hope to boost morale by increasing incentives and adding additional welfare considerations.",What kind of considerations are we talking about?,0.02585643010687777,False,True,-121.88536834716797,-120.04344940185547,-2.9020325796944753,-2.927889009801353,42,41,-11.069140911102295,-11.163093566894531,-0.8514723777770996,-0.8586995051457331,13,13,-296.23747968673706,-294.4895133972168,-2.5985743832169916,-2.606101888470945,114,113,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,12008,only,"So tell me, what's the difference between the Board of Directors, the CEO, and the stockholders? They all seems ot be the same group of people to me ...","No, there's a definite difference. You know, the stockholders are the people who own the company ... they're the financial control system. Then there's the CEO — the chief executive officer. He's the hot shot, the main guy who is the boss. If there is only one person with absolute power in the organization, everyone knows that the power will go to their head. It's too dangerous. That's the reason for a Board of Directors. The board is made up of people who are experts in the industry. They could be related to the organization, but more commonly, they are independent and non-biased.","No, there's a definite difference. You know, the stockholders are the people who own the company ... they're the financial control system. Then there's the CEO — the chief executive officer. He's the hot shot, the main guy who is the boss. If there is one person with absolute power in the organization, everyone knows that the power will go to their head. It's too dangerous. That's the reason for a Board of Directors. The board is made up of people who are experts in the industry. They could be related to the organization, but more commonly, they are independent and non-biased.",How many people are on the board of directors?,0.06507508224727321,False,True,-268.97424507141113,-275.4613971710205,-2.0376836747834175,-2.1027587570306907,132,131,-13.992445945739746,-14.095812797546387,-0.9994604246956962,-1.0068437712533134,14,14,-397.6472997665405,-404.18455028533936,-2.149444863602922,-2.196655164594236,185,184,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,12051,only,"Excuse me, Don? I hate to bother you, but I need your help on something. Do you have time to brief me on the Martin account today?","Oh, that's right. You are supposed to deliver a brief on that account tomorrow. I know there are some things I need to share with you about that. But, gosh, I don't know ... Things are really busy for me today, the only time I can manage to squeeze out might be over lunch break ...","Oh, that's right. You are supposed to deliver a brief on that account tomorrow. I know there are some things I need to share with you about that. But, gosh, I don't know ... Things are really busy for me today, the time I can manage to squeeze out might be over lunch break ...",I hate to make you work through your lunch break with how busy you are ...,0.13502308823800746,False,True,-167.3952808380127,-174.32051277160645,-2.3913611548287528,-2.5263842430667602,70,69,-42.65049171447754,-42.24080753326416,-2.132524585723877,-2.112040376663208,20,20,-311.45654487609863,-318.051796913147,-2.452413739181879,-2.5242206104218012,127,126,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,12083,only,"And so, I just wanted to check in with you and find out where we are with this project. As you know, you’Ve missed a fairly significant deadline last week, and this will negativity impact the team’s ability to move forward with the next stages of this project.__eou__I know, I’m really sorry that I missed the deadline. But really, it wasn’t my fault. You see, we had all of these unexpected technical problems at the last minute, and that I couldn’t get into the database and extract the kind of information that I needed for the data analysis. You know, if the tech guys would have done their job and kept the ARM stable, then I wouldn’t have missed my deadline.__eou__Oh, come on! An excuse like that is tantamount to lying. You’re essentially blaming the tech team for your time management issues, rather than accepting responsibility for the fact that you were procrastinating for the past two weeks.","No, I’m not trying to pass the buck here; I know that it was me who is ultimately responsible for getting this done. But the thing is, I could have finished on time if the system hadn’t gone down. And you know, with everything I’Ve got going on now, I can’t afford to waste time dealing with technical problems. I’Ve got a lot on my plate and there are only twenty-four hours in a day ...","No, I’m not trying to pass the buck here; I know that it was me who is ultimately responsible for getting this done. But the thing is, I could have finished on time if the system hadn’t gone down. And you know, with everything I’Ve got going on now, I can’t afford to waste time dealing with technical problems. I’Ve got a lot on my plate and there are twenty-four hours in a day ...","I’m not going to accept this excuse. You’re using these small technical glitches as a crutch and trying to rationalize the fact that you’Ve missed your deadline. Look, we have standards and I expect you to live up to those standards. No more phoney cases. If you’re in over your head, you tell me. No more missed deadlines. Now, I want that data on my desk by nine am!",0.06438152379634099,False,True,-171.09626460075378,-175.43025660514832,-1.7822527562578518,-1.8466342800541928,96,95,-199.15618419647217,-199.07496166229248,-2.1885294966645295,-2.1876369413438734,91,91,-814.5035438537598,-818.7541999816895,-2.0938394443541384,-2.11019123706621,389,388,
Llama 3 8B,base,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/llama3/Meta-Llama-3-8B_context_filtered_only_dd_removal.csv,12167,only,"It's time to graduate and it's time to find a job. Susan, why do we need to find a job?","We need to work is because we need money to live. We need money for food and clothes and to pay for house. We need money for many different things, and only when we work, we can earn money. And work can also help us feel that we are useful.","We need to work is because we need money to live. We need money for food and clothes and to pay for house. We need money for many different things, and when we work, we can earn money. And work can also help us feel that we are useful.",But you know it's hard for a new graduate to find a god job right now.,-0.029378801819968325,False,True,-98.86525249481201,-95.48414897918701,-1.6477542082468668,-1.6183754064268985,60,59,-46.922767639160156,-47.726144790649414,-2.13285307450728,-2.1693702177567915,22,22,-218.13044261932373,-215.56718158721924,-1.9651391226966102,-1.9597016507929022,111,110,
